märus	Määrus
mitte	mitte
tahtnud	tahtnud
peter	Peter
enn	Enn
pudus	puudus
sai	Sai
mõistetud	mõistetud
jan	Jaan
jürwetson	Jürwetson
istub	istub
24	24
tundi	tundi
kinni	kinni
ja	ja
tulleb	tuleb
peter	Peter
enn	Enn
teine	teine
kord	kord
ette	ette
tellida	tellida
otsus	Otsus
kulutud	kuulutud
jan	Jaan
jürwetson	Jürwetson
istus	istus
omma	oma
aea	aea
wälja	wälja
astus	Astus
ette	ette
sindi	Sindi
walla	walla
wenne	wene
koli	kooli
wannem	wanem
anton	Anton
tamm	Tamm
ja	ja
kaebas	kaebas
et	et
wenne	wene
kolmeister	koolmeister
tomas	Toomas
tassane	Tasane
tedda	teda
kellele	kellele
walla	walla
wallitsuse	walitsuse
polt	poolt
kolimaiast	koolimaiast
kortel	kortel
antud	antud
sält	säält
wälja	wälja
aeda	aeda
astus	Astus
ette	ette
kolmeister	koolmeister
tomas	Toomas
tassane	Tasane
ja	ja
wastas	wastas
et	et
nemmad	nemad
mitte	mitte
seltsis	seltsis
ennam	enam
läbbi	läbi
sada	saada
sest	sest
et	et
tamm	Tamm
ja	ja
selle	selle
emma	ema
koliwalitsust	kooliwalitsust
omma	oma
kätte	kätte
nõuda	nõuda
ja	ja
koli	kooli
laste	laste
rided	riided
mis	mis
rumi	ruumi
puduse	puuduse
pärast	pärast
kirriku	kiriku
härra	härra
tuppa	tuppa
pandud	pandud
wälja	wälja
heita	heita
ja	ja
nõnda	nõnda
järgest	järgest
ilma	ilma
asjata	asjata
tülli	tüli
tõsta	tõsta
mis	mis
pärast	pärast
sis	siis
temma	tema
ka	ka
anton	Anton
tamme	Tamme
omma	oma
kummutid	kummutid
mis	mis
temma	tema
tuas	tuas
seisnud	seisnud
ärra	ära
wima	wiima
sundinud	sundinud
midda	mida
ta	ta
ka	ka
teinud	teinud
on	on
astus	Astus
ette	ette
anton	Anton
tamm	Tamm
ja	ja
kaebas	kaebas
wel	weel
et	et
kolmeister	koolmeister
üllekohtusel	ülekohtusel
kombel	kombel
lapsa	lapsa
karristada	karistada
naggu	nagu
põlwili	põlwili
laua	laua
piale	piale
seisma	seisma
panna	panna
ja	ja
neil	neil
rided	riided
tindiga	tindiga
ärra	ära
märida	määrida
mis	mis
kogguni	koguni
sündlik	sündlik
ei	ei
olle	ole
ka	Ka
olla	olla
temma	tema
ühhel	ühel
korral	korral
kus	kus
koli	kooli
lapsed	lapsed
kos	koos
olnud	olnud
omma	oma
tuas	tuas
püssiga	püssiga
laengu	laengu
tua	tua
laest	laest
läbbi	läbi
lasknud	lasknud
ja	ja
süggilisi	sügilisi
olla	olla
laste	laste
seas	seas
sügisist	sügisist
sadika	saadika
ollemas	olemas
selle	Selle
kohta	kohta
wastas	wastas
kolmeister	koolmeister
et	et
üllekohtuse	ülekohtuse
wisigga	wiisiga
polle	pole
ta	ta
lapsi	lapsi
mitte	mitte
karristanud	karistanud
ning	ning
püss	püss
olla	olla
tal	tal
omma	oma
ellu	elu
tuas	tuas
koggemata	kogemata
lahti	lahti
läinid	läinid
ja	ja
mis	mis
temmal	temal
anton	Anton
tamme	Tamme
kohta	kohta
kaebata	kaebata
oleks	oleks
kui	kui
se	see
et	et
omma	oma
lubbaga	lubaga
kirriku	kiriku
küinlaid	küinlaid
põlletama	põletama
peab	peab
mis	mis
peale	peale
se	see
wastas	wastas
et	et
ned	need
ainult	ainult
wäiksed	wäiksed
otsad	otsad
olnud	olnud
on	on
sai	Sai
mõistetud	mõistetud
et	Et
peawad	peawad
üksteisega	üksteisega
rahhule	rahule
jäma	jääma
ja	ja
ilma	ilma
tüllita	tülita
eddasi	edasi
ellama	elama
ning	ning
mud	muud
kaebdused	kaebdused
sawad	saawad
kõrwale	kõrwale
jäetud	jäetud
kunni	kuni
selle	selle
ülle	üle
prestri	preestri
härraga	härraga
läbbi	läbi
sab	saab
rägitud	räägitud
otsus	Otsus
kulutud	kuulutud
astus	Astus
ette	ette
tammaru	Tammaru
külast	külast
lena	Leena
tint	Tint
ja	ja
kaebas	kaebas
et	et
ühhel	ühel
pühapäewal	pühapäewal
olla	olla
addo	Ado
möldersoni	Möldersoni
koer	koer
temma	tema
kuhta	kuhta
lõhki	lõhki
kiskunud	kiskunud
midda	mida
koera	koera
perremes	peremees
isse	ise
rahhulikult	rahulikult
pealt	pealt
wadanud	waadanud
ja	ja
koera	koera
suggugi	sugugi
mitte	mitte
kelanud	keelanud
ja	ja
nõuab	nõuab
temma	tema
omma	oma
ride	riide
kahju	kahju
tasumist	tasumist
6	6
rubla	rubla
tunnistus	Tunnistus
ewwa	Ewa
kõwatomas	Kõwatoomas
addo	Ado
mölderson	Mölderson
pudus	puudus
jubba	juba
teist	teist
korda	korda
wata	Waata
protokoll	protokoll
n	N
42	42
kohtu	Kohtu
ette	ette
tulli	tuli
reiu	Reiu
wallast	wallast
jan	Jaan
warres	Wares
ja	ja
kaebas	kaebas
et	et
temmal	temal
ühhe	ühe
sülla	sülla
pude	puude
rahha	raha
mis	mis
sindi	Sindi
wabrikusse	wabrikusse
sell	sell
talwel	talwel
weddanud	wedanud
se	see
on	on
150	150
kop	kop
putretsiku	putretsiku
willem	Willem
kusmanni	Kuusmanni
käest	käest
sada	saada
jänud	jäänud
4	4
1	1
2	2
sülda	sülda
puid	puid
olnud	olnud
3	3
1	1
2	2
sülla	sülla
rahha	raha
kätte	kätte
sanud	saanud
ja	ja
sega	seega
ühhe	ühe
sülla	sülla
rahha	raha
wel	weel
sada	saada
tulli	Tuli
ette	ette
willem	Willem
rusmann	Ruusmann
ja	ja
wastas	wastas
et	et
jan	Jaan
warresel	Waresel
on	on
3	3
1	1
2	2
sülda	sülda
puid	puid
kõigest	kõigest
wabrikusse	wabrikusse
wetud	weetud
olnud	olnud
mille	mille
rahha	raha
ta	ta
temmale	temale
ka	ka
wälja	wälja
maksnud	maksnud
ja	ja
sega	seega
ta	ta
rahha	raha
jaggu	jagu
kõik	kõik
käes	käes
omma	Oma
kaebduse	kaebduse
jures	juures
jan	Jaan
warrese	Warese
tunnistust	tunnistust
ei	ei
olle	ole
sai	Sai
mõistetud	mõistetud
jan	Jaan
warres	Wares
kaebdus	kaebdus
willem	Willem
kusmanni	Kuusmanni
wasto	wasto
üks	üks
sülla	sülla
pude	puude
weo	weo
rahha	raha
150	150
kop	kop
pärrimise	pärimise
pärast	pärast
sab	saab
tunnistuse	tunnistuse
puduse	puuduse
pärast	pärast
tühjaks	tühjaks
arwatud	arwatud
otsus	Otsus
kulutud	kuulutud
astus	Astus
ette	ette
sindi	Sindi
mõisa	mõisa
wallitseja	walitseja
herra	herra
w. niclasen	W. Niclasen
ja	ja
kaebas	kaebas
et	et
mõisa	mõisa
sullane	sulane
jurri	Juri
konks	Konks
olla	olla
kord	kord
mõisa	mõisa
sullaste	sulaste
siggade	sigade
lauda	lauda
jures	juures
ja	ja
teine	teine
kord	kord
mõisa	mõisa
õlle	õle
kohjade	kohjade
ses	sees
ühhe	ühe
liderliku	liiderliku
tüdrukuga	tüdrukuga
ösel	öösel
maggawad	magawad
nähtud	nähtud
mis	mis
mitte	mitte
sallitud	sallitud
ei	ei
wõi	wõi
sada	saada
sest	sest
et	et
se	see
läbbi	läbi
kergeste	kergeste
õnnetus	õnnetus
wõib	wõib
sündida	sündida
kui	kui
poisid	poisid
kes	kes
pipu	piipu
suitsetawad	suitsetawad
sarnatse	sarnatse
paikaga	paikaga
maggamas	magamas
käiwad	käiwad
ja	ja
polle	pole
ka	ka
öwaht	ööwaht
jan	Jaan
rosenstein	Rosenstein
kes	kes
sedda	seda
näinud	näinud
mitte	mitte
nikohhe	niikohe
ülles	üles
annud	annud
mis	mis
pärast	pärast
nad	nad
mõllenad	mõlenad
trahwi	trahwi
wärilised	wäärilised
on	on
astus	Astus
ette	ette
jurri	Juri
konks	Konks
ja	ja
tunnistas	tunnistas
sedda	seda
õigeks	õigeks
et	et
temma	tema
olla	olla
juhtunud	juhtunud
kord	kord
õlle	õle
kohja	kohja
sisse	sisse
tüdrukuga	tüdrukuga
maggama	magama
minnema	minema
agga	aga
eddespiddi	edespidi
sedda	seda
mitte	mitte
ennam	enam
teggema	tegema
ei	ei
sa	saa
astus	Astus
ette	ette
jan	Jaan
rosenstein	Rosenstein
ja	ja
wabbandas	wabandas
ennast	ennast
sega	seega
et	et
mõisa	mõisa
rentniku	rentniku
krachti	Krachti
nor	noor
poeg	poeg
kes	kes
temmaga	temaga
liggi	ligi
olnud	olnud
isse	ise
sedda	seda
mõisa	mõisa
ülles	üles
anda	anda
lubbanud	lubanud
sai	Sai
mõistetud	mõistetud
jurri	Juri
konks	Konks
sab	saab
se	see
est	eest
et	et
selle	selle
linnast	linnast
ö	öö
seal	seal
sinti	Sinti
tulnud	tulnud
liderliku	liiderliku
tüdrukuga	tüdrukuga
mõisa	mõisa
honete	hoonete
ja	ja
õlle	õle
kohjade	kohjade
wahhel	wahel
ümber	ümber
aeanud	aeanud
25	25
hopi	hoopi
witsu	witsu
ja	ja
maksab	maksab
jan	Jaan
rosenstein	Rosenstein
se	see
est	eest
et	et
jurri	Juri
konksu	Konksu
kui	kui
ka	ka
sedda	seda
liderlikku	liiderlikku
tüdrukut	tüdrukut
kohhe	kohe
kinni	kinni
wõtnud	wõtnud
polle	pole
1	1
rubla	rubla
50	50
kop	kop
trahwi	trahwi
8	8
päewa	päewa
pärast	pärast
22.	22.
mail	Mail
jurri	Juri
konks	Konks
25	25
hopi	hoopi
kätte	kätte
sanud	saanud
tulli	Tuli
ette	ette
jan	Jaan
pelmann	Peelmann
selli	Selli
wallast	wallast
ja	ja
maksis	maksis
15	15
visteistkümmend	viisteistkümmend
rubla	rubla
hans	Hans
lane	Laane
waeste	waeste
laste	laste
heaks	heaks
sisse	sisse
ja	ja
pallus	palus
sedda	seda
protokolli	protokolli
panna	panna
peakohtumes	Peakohtumees
jakob	Jakob
tõnnison	Tõnnison
xxx	XXX
kohtumes	kohtumees
andres	Andres
bachson	Bachson
xxx	XXX
jan	Jaan
busch	Busch
xxx	XXX
tulli	Tuli
ette	ette
pilleti	pileti
soldat	soldat
jakob	Jakob
rand	Rand
ja	ja
andis	andis
ülles	üles
et	et
temma	tema
ommale	omale
2	2
asta	aasta
est	eest
on	on
kirwega	kirwega
jalla	jala
sisse	sisse
raiunud	raiunud
koggemata	kogemata
pallub	palub
sedda	seda
protokolli	protokolli
panna	panna
otsuseks	Otsuseks
tehtud	tehtud
sedda	seda
õigeks	õigeks
tunnistada	tunnistada
ja	ja
protokolli	protokolli
panna	panna
peakohtumes	Peakohtumees
jakob	Jakob
tõnnison	Tõnnison
xxx	XXX
kohtumes	kohtumees
andres	Andres
bachson	Bachson
xxx	XXX
kohtumes	kohtumees
jan	Jaan
busch	Busch
xxx	XXX
tulli	Tuli
ette	ette
perremes	peremees
jakob	Jakob
martson	Martson
selli	Selli
wallast	wallast
ja	ja
pallus	palus
protokolli	protokolli
kirjutada	kirjutada
et	et
ta	ta
omma	oma
pojja	poja
jakobi	Jakobi
kes	kes
11	11
astad	aastad
wanna	wana
omma	oma
õe	õe
ann	Ann
martsonile	Martsonile
on	on
kassupojaks	kasupojaks
annud	annud
otsus	Otsus
sedda	Seda
protokolli	protokolli
kirjutada	kirjutada
sell	Sell
sammal	sammal
korral	korral
andis	andis
vallavahhemes	vallavahemees
jan	Jaan
johhanson	Johanson
ülles	üles
et	et
on	on
tännuva	tänuva
asta	aasta
vallakohtumajja	vallakohtumaja
platsi	platsi
peale	peale
ühhe	ühe
keldre	keldre
ehhitanud	ehitanud
ja	ja
temmal	temal
on	on
seal	seal
jures	juures
järgmised	järgmised
kullud	kulud
läinud	läinud
pallub	palub
sedda	seda
protokolli	protokolli
kirjutada	kirjutada
et	et
kui	kui
juhtub	juhtub
vahhemehhe	vahemehe
ammetit	ametit
mahha	maha
jätma	jätma
et	et
sis	siis
selle	selle
keldre	keldre
ehhituse	ehituse
est	eest
tassutud	tasutud
saks	saaks
5	5
vakka	vakka
lupja	lupja
a	a
40	40
kp	kp
2	2
rubla	rubla
kp	kp
21	21
lauda	lauda
a	a
75	75
kp	kp
15	15
75	75
laepud	laepuud
80	80
naelad	Naelad
75	75
2	2
ukse	ukse
hinged	hinged
80	80
5	5
päeva	päeva
törahha	tööraha
ühhe	ühe
mehhele	mehele
2	2
50	50
kp	kp
summa	Summa
22	22
rubla	rubla
60	60
kp	kp
otsus	Otsus
sedda	Seda
ülles	üles
andmist	andmist
õigeks	õigeks
tunnistada	tunnistada
ja	ja
protokolli	protokolli
kirjutada	kirjutada
peakohtumes	Peakohtumees
allkirri	allkiri
kohtumes	kohtumees
allkirri	allkiri
allkirri	allkiri
kirjutaja	kirjutaja
allkirri	allkiri
et	Et
sai	sai
todud	toodud
sindi	Sindi
mes	mees
alleksander	Aleksander
lidemann	Liidemann
kes	kes
talupoege	talupoege
kaebduse	kaebduse
peale	peale
mitmel	mitmel
warguse	warguse
läbbi	läbi
kahju	kahju
teinud	teinud
ja	ja
kellel	kellel
ka	ka
32	32
rubla	rubla
pearahha	pearaha
wõlgu	wõlgu
ja	ja
mittme	mittme
asta	aasta
järgi	järgi
wel	weel
kopikutki	kopikutki
ärra	ära
maksnud	maksnud
ei	ei
olle	ole
sai	Sai
mõistetud	mõistetud
alleksander	Aleksander
lidemann	Liidemann
sab	saab
warguse	warguse
ja	ja
holetu	hooletu
pearahha	pearaha
maksu	maksu
pärast	pärast
30	30
hopi	hoopi
witsu	witsu
mis	mis
nikohhe	niikohe
kätte	kätte
sai	sai
kutsuti	Kutsuti
ette	ette
liwima	Liiwimaa
tallurahwa	Talurahwa
seaduse	Seaduse
965 1860	965 1860
astast	aastast
karl	Karl
bachsoni	Bachsoni
laste	laste
käemehhed	käemehed
mart	Mart
masso	Masso
ja	ja
jakob	Jakob
bachson	Bachson
ja	ja
andsiwad	andsiwad
selle	selle
waeste	waeste
laste	laste
warranduse	waranduse
kui	kui
ka	ka
laste	laste
ülle	üle
mis	mis
waeste	waeste
laste	laste
warranduse	waranduse
protokollis	protokollis
nr	Nr
3	3
all	all
ülles	üles
pandud	pandud
on	on
järgmist	järgmist
arru	aru
1	1
lapsed	Lapsed
kes	kes
alles	alles
kolis	koolis
käimiseks	käimiseks
nored	noored
on	on
emma	ema
jures	juures
koddu	kodu
ja	ja
nende	nende
kaswatamiseks	kaswatamiseks
ei	ei
olle	ole
sest	sest
ülles	üles
tähhendatud	tähendatud
warrandust	warandust
middagi	midagi
prugitud	pruugitud
sanud	saanud
2	2
kram	Kraam
mis	mis
on	on
ülles	üles
kirjutud	kirjutud
on	on
kõik	kõik
alles	alles
mis	mis
laste	laste
emma	ema
käes	käes
hoida	hoida
on	on
sullaraha	Sularaha
275	275
rubla	rubla
85	85
kop	kop
on	on
juhhan	Juhan
bachsoni	Bachsoni
käes	käes
wõlgu	wõlgu
mis	mis
ülle	üle
otsuseks	otsuseks
teggiwad	tegiwad
selle	selle
rahha	raha
est	eest
astas	aastas
5%	5%
intressi	intressi
nõuda	nõuda
ja	ja
sedda	seda
kapitali	kapitali
sisse	sisse
pärrida	pärida
otsus	Otsus
sedda	Seda
protokolli	protokolli
kirjutada	kirjutada
tulliwad	Tuliwad
ette	ette
nr	Nr
1	1
kohha	koha
omanik	omanik
juhhan	Juhan
bachson	Bachson
omma	oma
wannema	wanema
pojja	poja
hans	Hans
bachsoniga	Bachsoniga
ja	ja
andis	andis
essimene	esimene
ülles	üles
et	et
temma	tema
ennam	enam
wannaduse	wanaduse
pärast	pärast
kohta	kohta
ei	ei
suda	suuda
piddada	pidada
ja	ja
sepärast	seepärast
sedda	seda
ilma	ilma
tükatamata	tükatamata
omma	oma
wannema	wanema
lihhase	lihase
pojja	poja
hansu	Hansu
kätte	kätte
annab	annab
elm	elm
selle	selle
tingimisega	tingimisega
et	et
se	see
omma	oma
wanemaid	wanemaid
kunni	kuni
surmani	surmani
piab	piab
toitma	toitma
ja	ja
wähemaid	wähemaid
wendi	wendi
kaswatada	kaswatada
aitab	aitab
poeg	Poeg
hans	Hans
bachson	Bachson
ütles	ütles
et	et
temma	tema
selle	selle
kohha	koha
omma	oma
issa	isa
käest	käest
nende	nende
tingimistega	tingimistega
omma	oma
kätte	kätte
wõtab	wõtab
ja	ja
omma	oma
wanemaid	wanemaid
kunni	kuni
surmani	surmani
toidab	toidab
ja	ja
omma	oma
wäikseid	wäikseid
wendi	wendi
kaswatab	kaswatab
otsus	Otsus
sedda	Seda
protokolli	protokolli
kirjutada	kirjutada
ja	ja
kõrget	kõrget
dommenenhofi	Domenenhofi
wallitsust	walitsust
palluda	paluda
hans	Hans
bachsoni	Bachsoni
temma	tema
issa	isa
juhhani	Juhani
assemel	asemel
nr	Nr
1	1
popsikohha	popsikoha
perremeheks	peremeheks
kinnitada	kinnitada
laska	laska
peakohtunik	Peakohtunik
allkirri	allkiri
kohtumes	Kohtumees
allkirri	allkiri
allkirri	allkiri
kirjutaja	Kirjutaja
allkirri	allkiri
astus	Astus
ette	ette
sindist	Sindist
tõnnis	Tõnis
hendrekson	Hendrekson
ja	ja
kaebas	kaebas
et	et
sindi	Sindi
wabriku	Wabriku
wallitsus	walitsus
olla	olla
jan	Jaan
harjaka	Harjaka
kaebduse	kaebduse
peale	peale
talwel	talwel
temma	tema
pude	puude
weo	weo
rahast	rahast
1	1
rubl	rubl
mahha	maha
wõtnud	wõtnud
ja	ja
pallub	palub
temma	tema
kohut	kohut
jan	Jaan
harjakast	Harjakast
sedda	seda
tõeks	tõeks
tehha	teha
lasta	lasta
mis	mis
süidi	süidi
temma	tema
on	on
teinud	teinud
et	et
tedda	teda
1	1
rubla	rubla
trahwitud	trahwitud
sanud	saanud
astus	Astus
ette	ette
jan	Jaan
harjakas	Harjakas
ja	ja
wastas	wastas
et	et
tõnnis	Tõnis
hendrekson	Hendrekson
polle	pole
temma	tema
kui	kui
pu	puu
kubja	kubja
käsku	käsku
pu	puu
laddumise	ladumise
jures	juures
mitte	mitte
täitnud	täitnud
ja	ja
omma	oma
pud	puud
keldud	keeldud
kohha	koha
peale	peale
mahha	maha
laddunud	ladunud
mis	mis
est	eest
wabriku	wabriku
waltsus	waltsus
temma	tema
kaebduse	kaebduse
peale	peale
ta	ta
rahast	rahast
rubla	rubla
trahwi	trahwi
wõtnud	wõtnud
sai	Sai
mõistetud	mõistetud
tõnnis	Tõnis
hendrekson	Hendrekson
peab	peab
kui	kui
mitte	mitte
rahhul	rahul
ei	ei
tahha	taha
olla	olla
sindi	Sindi
wabriku	wabriku
wallitsuse	walitsuse
peale	peale
keiserliku	Keiserliku
i	I
pernu	Pernu
kihlekonna	Kihlekonna
kohtu	Kohtu
jures	juures
omma	oma
1	1
rubla	rubla
rahha	raha
kätte	kätte
pärrimise	pärimise
pärast	pärast
kaebdust	kaebdust
tõstma	tõstma
otsus	Otsus
kulutud	kuulutud
tulliwad	Tuliwad
ette	ette
jan	Jaan
jurgensi	Jurgensi
lapse	lapse
lenu	Leenu
jurgensi	Jurgensi
estseisjad	eestseisjad
jakob	Jakob
nauts	Nauts
ja	ja
hans	Hans
jurgens	Jurgens
ja	ja
andsiwad	andsiwad
selle	selle
waese	waese
lapse	lapse
krami	kraami
ülle	üle
järgmist	järgmist
selletust	seletust
1	1
se	See
laps	laps
lenu	Leenu
jurgens	Jurgens
on	on
omma	oma
issa	isa
jures	juures
kaswatada	kaswatada
ja	ja
sest	sest
waeste	waeste
laste	laste
warranduse	waranduse
ramatus	raamatus
protokoll	protokoll
nr	Nr
2	2
all	all
ülles	üles
pandud	pandud
kramist	kraamist
ei	ei
olle	ole
middagi	midagi
tarwitud	tarwitud
ja	ja
se	see
sulla	sula
rahha	raha
on	on
pihkwa	Pihkwa
panka	panka
intressi	intressi
peale	peale
pandud	pandud
ja	ja
se	see
100	100
rublane	rublane
pabber	paber
on	on
walla	walla
kohtu	kohtu
käes	käes
hoida	hoida
ja	ja
kahhe	kahe
asta	aasta
intressid	intressid
on	on
ka	ka
walla	walla
laekas	laekas
ühte	ühte
kokku	kokku
on	on
praegu	praegu
sullarahha	sularaha
8	8
rubla	rubla
85	85
kop	kop
selle	Selle
krami	kraami
est	eest
mis	mis
lapse	lapse
issa	isa
käes	käes
on	on
sowiwad	soowiwad
et	et
kohhus	kohus
sedda	seda
kinnitatud	kinnitatud
rahha	raha
temma	tema
käest	käest
sisse	sisse
nõuaks	nõuuaks
käemehed	Käemehed
leppiwad	leppiwad
wimaks	wiimaks
ni	nii
et	et
wanker	wanker
ja	ja
püss	püss
sab	saab
ärra	ära
müdud	müüdud
ja	ja
se	see
mu	muu
kram	kraam
mis	mis
lapse	lapse
issa	isa
jan	Jaan
jurgensi	Jurgensi
käes	käes
on	on
jäeb	jäeb
temma	tema
kätte	kätte
senni	seni
kui	kui
laps	laps
täiehealiseks	täiehealiseks
sab	saab
kui	kui
laps	laps
sedda	seda
krami	kraami
ei	ei
piaks	piaks
tahtma	tahtma
sis	siis
lubbab	lubab
jan	Jaan
jurgens	Jurgens
sedda	seda
rahhaga	rahaga
maksa	maksa
selle	selle
hinna	hinna
järgi	järgi
mis	mis
est	eest
se	see
on	on
ülles	üles
kirjutatud	kirjutatud
peakohtumes	Peakohtumees
allkirri	allkiri
kohtumes	Kohtumees
allkirri	allkiri
allkirri	allkiri
astus	Astus
ette	ette
sindi	Sindi
walla	walla
tallupoeg	talupoeg
juhkama	Juhkama
hans	Hans
kumm	Kumm
ja	ja
kaebas	kaebas
et	et
temma	tema
olla	olla
omma	oma
wäimes	wäimees
järwa	Järwa
mihkel	Mihkel
säritse	Sääritse
käest	käest
pühapäewal	pühapäewal
26.	26.
mail	Mail
s	s
a.	a.
kaelast	kaelast
käggistada	kägistada
ja	ja
istmega	istmega
ühhe	ühe
hobi	hoobi
pähha	päha
lüia	lüia
sanud	saanud
se	see
est	eest
et	et
temma	tema
kutsumise	kutsumise
peale	peale
tedda	teda
kes	kes
omma	oma
naist	naist
peksa	peksa
tahtnud	tahtnud
nomima	noomima
läinud	läinud
ja	ja
nõuab	nõuab
et	et
temma	tema
sesugguse	seesuguse
teo	teo
est	eest
kohtu	kohtu
polt	poolt
karristud	karistud
peaks	peaks
sama	saama
tulli	Tuli
ette	ette
järwa	Järwa
mihkel	Mihkel
järits	Jäärits
ja	ja
ei	ei
wõinud	wõinud
sedda	seda
mitte	mitte
sallata	salata
et	et
temma	tema
omma	oma
äia	äia
wihha	wiha
pärast	pärast
lönud	löönud
on	on
ja	ja
ei	ei
pallunud	palunud
ka	ka
mitte	mitte
omma	oma
rumalust	rumalust
andeks	andeks
sai	Sai
mõistetud	mõistetud
mihkel	Mihkel
särits	Säärits
sab	saab
kui	kui
tuntud	tuntud
tülli	tüli
teggija	tegija
omma	oma
äia	äia
peksmise	peksmise
est	eest
25	25
hopi	hoopi
witsu	witsu
midda	mida
nikohhe	niikohe
kätte	kätte
sai	sai
esistnik	Eesistnik
jurri	Juri
pusse	Pusse
xxx	XXX
kohtumes	Kohtumees
tõnnis	Tõnis
kuller	Kuller
xxx	XXX
kohtumes	Kohtumees
mangu	Mangu
kumm	Kumm
xxx	XXX
saksakelne	Saksakeelne
hiljem	hiljem
lissatud	lisatud
tekst	tekst
astus	Astus
ette	ette
sindist	Sindist
juhhan	Juhan
oberpal	Oberpaal
ja	ja
kaebas	kaebas
et	et
temma	tema
olla	olla
minnewa	minewa
talwel	talwel
killingi	Kilingi
metsast	metsast
2	2
sülda	sülda
puid	puid
sindi	Sindi
wabrikusse	wabrikusse
weddanud	wedanud
mille	mille
rahha	raha
pude	puude
putretsik	putretsik
willem	Willem
rusmann	Ruusmann
se	see
on	on
kolm	kolm
rubla	rubla
sindi	Sindi
wabrikust	wabrikust
wälja	wälja
wõtnud	wõtnud
ja	ja
nüid	nüid
temmale	temale
mitte	mitte
wälja	wälja
maksa	maksa
ei	ei
tahta	tahta
ja	ja
midda	mida
temma	tema
kohtu	kohtu
läbbi	läbi
kätte	kätte
nõuab	nõuab
tunnistus	Tunnistus
selle	selle
jures	juures
et	et
tõeste	tõeste
kaks	kaks
sülda	sülda
puid	puid
sindi	Sindi
wabrikusse	wabrikusse
winud	wiinud
olla	olla
sindist	Sindist
mihkel	Mihkel
jakson	Jaakson
tulli	Tuli
ette	ette
willem	Willem
rusmann	Ruusmann
ja	ja
wastas	wastas
küssimise	küsimise
peale	peale
et	et
temma	tema
sedda	seda
suggugi	sugugi
ei	ei
teada	teada
kas	kas
juhhan	Juhan
oberpal	Oberpaal
on	on
sindi	Sindi
wabrikusse	wabrikusse
minnewa	minewa
talwel	talwel
temma	tema
peale	peale
wõetud	wõetud
pu	puu
langist	langist
puid	puid
weddanud	wedanud
wõi	wõi
ei	ei
olle	ole
ja	ja
sellepärast	sellepärast
temmale	temale
ka	ka
nõuetawad	nõuetawad
rahha	raha
maksa	maksa
ei	ei
wõi	wõi
tulli	Tuli
ette	ette
sindist	Sindist
mihkel	Mihkel
jakson	Jaakson
ja	ja
tunnistas	tunnistas
et	et
temma	tema
kes	kes
minnewase	minewase
talwe	talwe
läbbi	läbi
willem	Willem
rusmanni	Ruusmanni
langist	langist
sindi	Sindi
wabrikusse	wabrikusse
puid	puid
weddanud	wedanud
teab	teab
sedda	seda
selgeste	selgeste
et	et
juhhan	Juhan
oberpal	Oberpaal
on	on
kaks	kaks
päewa	päewa
kahhe	kahe
hobbusega	hobusega
willem	Willem
rusmanni	Ruusmanni
pu	puu
langist	langist
sindi	Sindi
wabrikusse	wabrikusse
puid	puid
weddanud	wedanud
ja	ja
olla	olla
nende	nende
pude	puude
rahha	raha
3	3
rubla	rubla
willem	Willem
rusmanni	Ruusmanni
kätte	kätte
jänud	jäänud
sest	sest
et	et
juhhan	Juhan
oberpali	Oberpaali
polle	pole
rahha	raha
wälja	wälja
wõtmise	wõtmise
korral	korral
mitte	mitte
wabrikus	wabrikus
olnud	olnud
sai	Sai
mõistetud	mõistetud
willem	Willem
rusmann	Ruusmann
maksab	maksab
8	8
päewa	päewa
joksul	jooksul
3	3
rubla	rubla
juhhan	Juhan
oberpalile	Oberpaalile
wälja	wälja
otsus	Otsus
kulutud	kuulutud
xxx	XXX
oberpal	Oberpaal
kätte	kätte
sanud	saanud
25.	25.
märtsil	Märtsil
1886.	1886.
area	Area
surnud	surnud
anna	Anna
jani	Jaani
naine	naine
hendreksoni	Hendreksoni
enge	Enge
wallast	wallast
järrel	järel
jänud	jäänud
warrandus	warandus
olli	oli
18.	18.
aprilli	Aprilli
s	s
a.	a.
sindi	Sindi
wabrikus	wabrikus
kohtumes	kohtumees
tõnnis	Tõnis
kulleri	Kulleri
ja	ja
wabriku	wabriku
polizei	polizei
jures	juures
ollemisel	olemisel
ülles	üles
kirjutud	kirjutud
ja	ja
hinna	hinna
peale	peale
arwatud	arwatud
sanud	saanud
nimelt	nimelt
1	1
üks	Üks
punast	punast
tripo	triipo
willane	willane
kört	kört
2	2
rubl	rubl
kop	kop
2	2
üks	Üks
sisnist-punast	sisnist-punast
tripo	triipo
willane	willane
kört	kört
2	2
50	50
3	3
wel	Weel
üks	üks
nisuggune	niisugune
kört	kört
2	2
50	50
4	4
üks	Üks
punnane	punane
willane	willane
kört	kört
2	2
5	5
üks	Üks
punast-musta	punast-musta
tripu	triipu
willane	willane
kört	kört
2	2
6	6
üks	Üks
nisammasuggune	niisamasugune
agga	aga
polpiddune	poolpidune
1	1
7	7
üks	Üks
hallimusta	hallimusta
tripu	triipu
1	1
8	8
üks	Üks
sinnine	sinine
linna	linna
kettega	kettega
polpiddune	poolpidune
1	1
50	50
9	9
kaks	Kaks
walget	walget
pargi	pargi
körti	körti
à	à
50	50
kop	kop
1	1
10	10
üks	üks
prun	pruun
linna	linna
ridest	riidest
